reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
0d576d9c-1334-40ac-9340-6b252d5fd11d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Suka"" sekali, enak banget sekarang ini lancar sekali ketika memakainya, tidak ada iklannya, bug & tidak lelet, jadi nyamanlah bertransaksi dan menjelajahi semua fitur-fiturnya. akan tetapi terkadang juga ada sedikit kendala dimana aplnya agak sulit di akses, ketika jaringan yg di gunakan lagi buruk atau lagi tidak stabil kadang agak berat masuknya, selain dari pada itu aplikasi meburutku perbankan online paling teraman di gunakan, dan bisa mnikmati fitur transfer ke smua bank dgn grtis",5,2,3.15.0,2025-04-04 20:29:37,"Hi Sobat SeaBank. Mohon maaf ya. Terkait kendala kamu, pastikan sudah update Aplikasi SeaBank, jaringan stabil, force close, clear cache, dan instal ulang. Jika masih terkendala silakan hubungi CS SeaBank di nomor 1500130 agar dapat dibantu pengecekannya. Semoga kendalanya dapat segera teratasi 🙏",2025-04-05 07:33:16,3.15.0
d18b0f36-509b-4596-bcb6-77a4e856facc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"SeaBank bagus sekali dan mudah digunakan. Tapi saya berharap ada fitur ""Edit Riwayat Transaksi"", sehingga pengguna bisa memberi ""Catatan"" kecil, bahwa uang keluar atau masuk tersebut digunakan untuk apa atau dari mana. Saya berharap kedepan ada fitur seperti itu jika memungkinkan.",4,5,3.16.2,2025-04-04 13:18:00,"Hi Sobat SeaBank, terima kasih untuk saran dan reviewnya. Jika kamu membutuhkan informasi bisa menghubungi CS kami di 1500130, live chat pada Aplikasi SeaBank, email cs@seabank.co.id dan IG resmi SeaBank @seabank.id yang bercentang biru. Semoga Aplikasi SeaBank selalu memberikan kemudahan dalam bertransaksi 🙏",2025-04-04 15:31:28,3.16.2
aecabebb-0524-4c16-958b-8073df4a00bc,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Hampir 5 tahun pakai aplikasi seabank, sejauh ini Ebank yang paling bagus dari fitur yang simpel, free admin, dan bunga yang cukup menarik ada di Seabank. Walaupun tanpa kartu ATM, tapi tetep merasa mudah buat akses transaksinya 👍🏻",5,5,3.15.0,2025-03-30 04:42:57,,,3.15.0
b1363f68-88ab-4ce8-9d78-c275fada5fb9,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Suka bener jadinya karena memang baik aplikasinya, cepat sekali sekarang ini ketika dipakai, jarang beriklan dan jarang ada bug juga lemot jadi sangat lancar ketika dipakai tanpa gangguan, menu setiap detailnya sangat mudah sekali diakses, pakailah undangan di atas agar kamu mendapatkan bonus, tapi kenapa pada saat jaringan tidak stabil agar sedikit susah aplikasinya terkadang agak lama loading-nya, itu aja sih kendala kecil yang pernah saya alami selebihnya aplikasi ini sangat recommended deh",5,681,3.15.0,2025-03-17 21:26:36,,,3.15.0
91d31e90-f552-4daa-8afd-d2a50d623af4,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"bank digital terbaik yg pernah dipake. banyak bgt free adminnya, proses apapun cepet, ga pernah error, sejauh ini semua selalu aman. bener bener suka sma seabank. tapi kalo bisa ditambahin fitur bikin kode qr buat transaksi di bbrp tempat yg harus qr kitanya yg di scan, di alfa biasanya gtu",5,2,3.15.0,2025-04-04 20:29:14,"Hai Sobat SeaBank, terima kasih untuk sarannya. Saran ini akan menjadi masukkan bagi kami untuk pengembangan Aplikasi SeaBank demi kemudahan & kenyamanan transaksi. Jika butuh informasi bisa hubungi CS kami di 1500130, live chat pada Aplikasi SeaBank, email cs@seabank.co.id & IG resmi SeaBank @seabank.id bercentang biru. Semoga infonya membantu 🙏",2025-04-05 07:34:09,3.15.0
6956fe33-a7ef-4780-845b-2a9218bd65b3,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Enak-enak banget Appsnya mantap, saat ini sangat enak ketika memakainya, bug atau lumut dan gak ada iklannya, jadi nyaman bertransaksi dan mengakses setiap detail dari semua fiturnya, namun terkadang juga secara tiba-tiba aplikasinya sering susah dioperasikan ketika jaringan tidak maksimal atau kurang stabil, tapi jika jaringan lancar semuanya jadi cepat maksuknya, memuaskan lah aplikasi ini adalah aplikasi Bank digital online paling terpercaya saat ini untuk menabung. Dan gratis biaya admin.",5,8,3.15.0,2025-03-30 00:14:03,,,3.15.0
556fe8f5-9e62-4a47-b7f8-72059d0eed04,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"enak digunakan aplikasinya, saat ini lumayan nyaman ketika memakainya, tidak ada iklan dan bug juga lemot,, jadi Baguslah bertransaksi dan membuka setiap detail fitur-fiturnya,.banyak Pilkada aplikasinya agak susah dijalankan saat jaringan yang dipakai tidak maksimal atau kurang stabil, dari segi kualitas jaringan harus ditingkatkan lagi, jadi ketika loading agak lama dan bisa dibuka kalau koneksinya sudah stabil, itu kendala kecil yang biasa ada di aplikasi ini, kelebihan berjalan dengan baik.",5,3,3.15.0,2025-04-01 22:49:40,,,3.15.0
bc50052c-6d9d-436a-ab9e-9375bd05db3a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Enak sekali appsnya lancar betul, saat ini lumayan bagus ketika menggunakannya, gak ada iklannya bug dan tidak lemot-lemot, jadi nyamanlah bertransaksi dan membuka setiap detail dari fitur-fiturnya. Tapi kadang jg appsnya agak-agak susah di oprasikan/buka saat jaringan yang digunakan lagi tdk bagus atau koneksinya kurang stabil, jadi loadingnya agak sedikit lama & akan normal ketika koneksi tersambung dgn baik, itu ajah sedikit masalah yg biasa trjadi pada apps ini, selebihnya berjalan baik",5,11,3.15.0,2025-04-04 23:51:51,"Hi Sobat SeaBank. Mohon maaf ya. Saat ini SeaBank sedang tidak dalam pemeliharaan sistem. Pastikan sudah update Aplikasi SeaBank, jaringan stabil, force close, clear cache, dan instal ulang. Jika masih terkendala silakan hubungi CS SeaBank di nomor 1500130 untuk pengecekan lanjut. Semoga kendalanya terselesaikan 🙏
",2025-04-05 07:24:20,3.15.0
9ff90906-e5ef-4c16-8dc5-43998a7bde55,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Salah satu bank digital di era masa kini yang memberikan kemudahan dalam berbagai transaksi ya,simpel dan sangat mudah dipakai ya,apalagi aplikasi ini dilengkapi dengan berbagai fitur fitur penunjang sehingga sangat membantu ketika melakukan transaksi disini,sejauh ini menggunakan aplikasi ini nyaris tanpa bug ya,salah satu bank digital yang sudah lama eksis dan sangat rekomended ya,dijamin memberikan kepuasan bagi para penggunanya,salah satu bank digital yang sangat bagus ya.",5,1,3.16.2,2025-04-05 18:58:36,,,3.16.2
5fc06fcd-7fc3-4954-bd51-5d1f9abdca4d,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Suka"" appsnya, enak banget sekarang ini lancar sekali ketika menggunakannya, tidak ada iklannya, bug & tidak lelet, jadi nyamanlah bertransaksi dan menjelajahi semua fitur-fiturnya. akan tetapi terkadang juga ada sedikit kendala dimana aplnya agak sulit di akses, ketika jaringan yg di gunakan lagi buruk atau lagi tidak stabil kadang agak berat masuknya, selain dari pada itu aplikasi meburutku perbankan online paling teraman di gunakan, dan bisa mnikmati fitur transfer ke smua bank dgn free",5,13,3.15.0,2025-03-25 23:14:35,"Hi Sobat SeaBank, terima kasih untuk reviewnya. SeaBank akan terus berupaya mengoptimalkan pelayanan di SeaBank untuk memudahkan Nasabah dalam mengakses Aplikasi SeaBank, melakukan transaksi, dan kebutuhan lainnya ya. Semoga penggunaan Aplikasi SeaBank kamu selalu berjalan dengan lancar 🙏",2025-03-27 09:30:39,3.15.0
f42d3c5d-28d2-486a-a81a-d292bfc0f230,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Enak enak digunainnya, tanpa iklan, bug dan lemot, suka menjelajahi semua fitur-fiturnya.terutama pada fitur transaksinya keseluruh bank dan ewallet yang tidak ada biaya admin ini sangat bagus menurutku, saat mlakukan transaksi juga aplikasinya aman aman ajah semua lancar gak pernah pending,namun terkadang juga sulit mengoprasikan aplikasinya di saat jaringan tidak maximal atau tidak stabil, itu ajah sih sedikit kendala yang biasa ada dalam aplikasi ini, diluar dari itu semua sudah oke.",5,6,3.13.0,2025-03-25 05:26:49,"Hai Sobat SeaBank, mohon maaf jika pelayanan kami belum memuaskan. Kami akan berusaha memberikan kemudahan dan kenyamanan bertransaksi di Aplikasi SeaBank. Apabila ada kendala pada Aplikasi SeaBank, kamu dapat menghubungi CS SeaBank di 1500130 atau layanan live chat kami ya. Semoga kendalanya segera terselesaikan. Terima kasih 🙏",2025-03-25 07:19:06,3.13.0
dbe8c728-4287-4c19-9fcf-94db318bb812,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Kalau bisa setelah top up dan transfer buktinya bisa di edit print buat kasih harga admin yang sesuai ini agak ribet setelah transaksi harus edit2 dulu buat ke aplikasi bluetooth thermal. dan kalau bisa top e wallet gratisin semua seperti dulu,1,6,3.15.0,2025-03-26 22:52:26,"Hi Sobat SeaBank, terima kasih untuk reviewnya. SeaBank akan terus berupaya mengoptimalkan pelayanan di SeaBank untuk memudahkan Nasabah dalam melakukan transaksi dan kebutuhan lainnya ya. Semoga penggunaan Aplikasi SeaBank kamu selalu berjalan dengan lancar 🙏",2024-09-19 14:22:06,3.15.0
edcb689a-c411-4ea5-bcd8-f1f5d161cebb,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Dari tampilan Ul/Xl nya sangat bagus dan mudah dipahami,selain itu juga aplikasi ini memiliki manfaat yang sangat banyak,untuk membuka akun disini juga sangat mudah cuma butuh mendaftat menggunakan ktp kita sudah bisa mendapatkan akun seabank,menurut aku sih aplikasi ini sangat layak untuk dimilik karena manfaat yang terdapat didalamnya sangat banyak ya ,sehingga dapat mempermudah kita ketika melakukan transaksi disini ya,aplikasi ini sangat rekomended banget ya kawan kawan.",5,4,3.16.2,2025-04-03 00:49:05,,,3.16.2
c48d68be-a78c-4af0-a717-00b41965f747,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"saya sedikit kecewa tiba tiba ada 2 kali transaksi/pembayaran melalui QRIS seabank saya,200rb hilang begitu saya sedangkan saya tidak merasa atau melakukan transaksi secara pembayaran QRIS seabank saya 🤦🤦🤦 tolong dong lebih diperketat keamanan nya dan kalo ada keluhan seperti itu direspon dan dibantu buat bisa kembali saldo yg hilang nya🙏",3,20,3.15.0,2025-03-28 09:32:17,"Hai Sobat SeaBank, sebelumnya mohon maaf. Mohon diinformasikan kembali kendala yang dialami secara detail dan melampirkan tangkapan layar terkait kendalanya melalui DM Instagram @seabank.id yang bercentang biru atau di nomor 1500130 dan live chat agar dibantu pengecekan. Kami tunggu konfirmasinya. Semoga kendalanya segera terselesaikan 🙏",2025-03-28 10:16:35,3.15.0
1d008b8c-490b-42a4-b412-c4dc3f4d61b6,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Memuaskanlah appsnya mantap banget, saat ini oke enak ketika dipakai, gak ada iklannya, bug atau lemot, jadi mantulah bertransaksi dan mengakses stiap detail dari menu menunya.namun terkadang juga secara tiba tiba aplnya, suka susah di bukanya ketika jaringan yg digunakan kurang baik atau tidak stabil, namun klo jaringannya lancar semua jadi enak masuknya.. menurutku apl ini adalah apl perbankan online paling bagus, aman & terpercaya, free biaya transfer keseluruh bank & top.",5,4,3.15.0,2025-03-30 23:25:51,,,3.15.0
c5dee73f-e889-4dc2-b821-472a9c5feb00,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Enak-suka banget di gunakan,tanpa ada iklan,bug ataupun Lelet-lelet, Jadi senang deh menjelajahi semua semua menu-menunya,sayangnya aplikasinya juga kadang agak lambat loading ketika memakainya,pada saat jaringan tidak maxima alias jaringan pas-pasan,tetapi hanya itu sih kendala yang ada pada aplikasi ini,selain dari itu Aplikasi ini paling aman dan terpecaya sebgai Aplikasi PERBANKAN. Setiap Transaksinya hanya dalam hitungan detik loh,dan setiap Transfer ke semua BANK tidak ada biaya admintnya",5,1,3.15.0,2025-04-04 21:03:37,"Hi Sobat SeaBank. Mohon maaf ya. Terkait kendala kamu, pastikan sudah update Aplikasi SeaBank, jaringan stabil, force close, clear cache, dan instal ulang. Jika masih terkendala silakan hubungi CS SeaBank di nomor 1500130 agar dapat dibantu pengecekannya. Semoga kendalanya dapat segera teratasi 🙏
",2025-04-05 07:30:16,3.15.0
b55ba2d1-880e-4d6c-b2cf-3f17ee77565f,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Awalnya ok, lama kelamaan transfer selalu ada aja kendalanya saldo nya ke Potong ke rekening penerima belum masuk, setiap laporan jawabannnya gitu selalu bikin cape dan kapok gak bakalan pake apk ini lagi, sudah lebih dari 1 Minggu belum ada proses cape banget!!!",1,169,3.12.0,2025-02-11 23:00:48,"Hai Sobat SeaBank, mohon maaf untuk kendalanya. Terkait kendala transaksi, kamu dapat konfirmasi ke penerima dana terlebih dahulu. Jika sudah konfirmasi namun dana belum diterima, kamu bisa menghubungi kami melalui live chat di Aplikasi SeaBank atau telepon di 1500130 agar dibantu pengecekan lebih lanjut. Semoga kendalanya segera terselesaikan 🙏",2025-02-12 02:54:55,3.12.0
9a465018-0aa9-48dc-86fc-41f46df30ace,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Super apps, nyaman sekali pas digunakan bertransaksi ketika melakukan pembayaran maupun top up Wallet, sangat aman sekali ketika kamu menyimpan uang di bank digital yang satu ini, kamu dapat memperoleh bunga yang sangat lumayan, namun akhir-akhir ini loadingnya agak lama Tolong diperbaiki lagi agar pengguna merasa nyaman, untuk fitur yang lainnya Saya kira sangat komplit dan sudah lengkap sekali dengan fitur tarik tunai maupun setor tunai, semoga kedepannya dapat lebih berkembang lagi",5,511,3.13.0,2025-02-24 20:17:23,"Hi Sobat SeaBank. Mohon maaf atas ketidaknyamanannya. Untuk kendalanya pastikan sudah update Aplikasi SeaBank, jaringan stabil, force close, clear cache, dan instal ulang. Jika masih terkendala kami sarankan hubungi CS SeaBank di nomor 1500130 untuk pengecekan lanjut karena membutuhkan verifikasi data. Semoga kendalanya segera terselesaikan 🙏",2025-02-24 21:13:56,3.13.0
2f116e93-beaa-4010-8138-636b5009c94a,Pengguna Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Ngelakuin tf qris ke mandiri dari tanggal 30 januari sampai 1 bulan lebih gak masuk. Penangan nya lambat Nunggu selama 20 hati ujungnya saldo tidak kembali. Kecewa banget, Padahal nasabah baru, belum ada 1 bulan. Ngelakuin transfer dibawah 50ribu selalu berhasil. Tapi sekali melakukan transaksi diatas 500ribu saldo malah hilang",1,141,3.12.0,2025-02-25 07:47:03,"Hai Sobat SeaBank, mohon maaf atas ketidaknyamanannya. Terkait kendalanya, jika kamu sudah menghubungi CS SeaBank dan dibuatkan laporan. Silakan menghubungi CS SeaBank kembali via telepon di 1500130 atau live chat di Aplikasi SeaBank, untuk mengetahui perkembangan laporan kamu karena perlu verifikasi data. Semoga kendalanya teratasi 😊",2025-02-25 08:18:52,3.12.0
